airport_id,airport_name,city,country,latitude,longitude
AYGA,Goroka Airport,Goroka,Papua New Guinea,-6.081689835,145.3919983
AYMD,Madang Airport,Madang,Papua New Guinea,-5.207079887,145.7890015
AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.826789856,144.2960052
AYNZ,Nadzab Airport,Nadzab,Papua New Guinea,-6.569803,146.725977
AYPY,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,-9.443380356,147.2200012
AYWK,Wewak International Airport,Wewak,Papua New Guinea,-3.583830118,143.6690063
BGBW,Narsarsuaq Airport,Narssarssuaq,Greenland,61.16049957,-45.42599869
BGGH,Godthaab / Nuuk Airport,Godthaab,Greenland,64.19090271,-51.67810059
BGSF,Kangerlussuaq Airport,Sondrestrom,Greenland,67.0122219,-50.71160316
BGTL,Thule Air Base,Thule,Greenland,76.53119659,-68.70320129
BIAR,Akureyri Airport,Akureyri,Iceland,65.66000366,-18.0727005
BIEG,Egilsstaðir Airport,Egilsstadir,Iceland,65.28330231,-14.40139961
BIHN,Hornafjörður Airport,Hofn,Iceland,64.295601,-15.2272
BIHU,Húsavík Airport,Husavik,Iceland,65.952301,-17.426001
BIIS,Ísafjörður Airport,Isafjordur,Iceland,66.05809784,-23.13529968
BIKF,Keflavik International Airport,Keflavik,Iceland,63.98500061,-22.60560036
BIPA,Patreksfjörður Airport,Patreksfjordur,Iceland,65.555801,-23.965
BIRK,Reykjavik Airport,Reykjavik,Iceland,64.12999725,-21.94059944
BISI,Siglufjörður Airport,Siglufjordur,Iceland,66.133301,-18.9167
BIVM,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.42430115,-20.27890015
CYAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,46.48500061,-84.50939941
CYAV,Winnipeg / St. Andrews Airport,Winnipeg,Canada,50.0564003,-97.03250122
CYAW,Halifax / CFB Shearwater Heliport,Halifax,Canada,44.639702,-63.499401
CYAY,St. Anthony Airport,St. Anthony,Canada,51.39189911,-56.08309937
CYAZ,Tofino / Long Beach Airport,Tofino,Canada,49.079833,-125.775583
CYBB,Kugaaruk Airport,Pelly Bay,Canada,68.534401,-89.808098
CYBC,Baie Comeau Airport,Baie Comeau,Canada,49.13249969,-68.20439911
CYBG,CFB Bagotville,Bagotville,Canada,48.33060074,-70.99639893
CYBK,Baker Lake Airport,Baker Lake,Canada,64.29889679,-96.07779694
CYBL,Campbell River Airport,Campbell River,Canada,49.95080185,-125.2710037
CYBR,Brandon Municipal Airport,Brandon,Canada,49.91,-99.951897
CYCB,Cambridge Bay Airport,Cambridge Bay,Canada,69.10810089,-105.1380005
CYCD,Nanaimo Airport,Nanaimo,Canada,49.05497022,-123.8698626
CYCG,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,49.29639816,-117.6320038
CYCH,Miramichi Airport,Chatham,Canada,47.007801,-65.449203
CYCL,Charlo Airport,Charlo,Canada,47.990799,-66.330299
CYCO,Kugluktuk Airport,Coppermine,Canada,67.816704,-115.143997
CYCT,Coronation Airport,Coronation,Canada,52.07500076,-111.4449997
CYCW,Chilliwack Airport,Chilliwack,Canada,49.15280151,-121.939003
CYCY,Clyde River Airport,Clyde River,Canada,70.48609924,-68.51670074
CYZS,Coral Harbour Airport,Coral Harbour,Canada,64.19329834,-83.35939789
CYDA,Dawson City Airport,Dawson,Canada,64.04309845,-139.128006
CYDB,Burwash Airport,Burwash,Canada,61.37110138,-139.0410004
CYDC,Princeton Airport,Princeton,Canada,49.4681015,-120.5110016
CYDF,Deer Lake Airport,Deer Lake,Canada,49.21080017,-57.39139938
CYDL,Dease Lake Airport,Dease Lake,Canada,58.42219925,-130.0319977
CYDN,Dauphin Barker Airport,Dauphin,Canada,51.10079956,-100.052002
CYDQ,Dawson Creek Airport,Dawson Creek,Canada,55.74229813,-120.1829987
CYEG,Edmonton International Airport,Edmonton,Canada,53.30970001,-113.5800018
CYEK,Arviat Airport,Eskimo Point,Canada,61.09420013,-94.07080078
CYEN,Estevan Airport,Estevan,Canada,49.21030045,-102.9660034
CYET,Edson Airport,Edson,Canada,53.57889938,-116.4649963
CYEU,Eureka Airport,Eureka,Canada,79.99469757,-85.81420136
CYEV,Inuvik Mike Zubko Airport,Inuvik,Canada,68.30419922,-133.4830017
CYFB,Iqaluit Airport,Iqaluit,Canada,63.756402,-68.555801
CYFC,Fredericton Airport,Fredericton,Canada,45.8689003,-66.53720093
CYFE,Forestville Airport,Forestville,Canada,48.74610138,-69.09719849
CYFO,Flin Flon Airport,Flin Flon,Canada,54.67810059,-101.6819992
CYFR,Fort Resolution Airport,Fort Resolution,Canada,61.18080139,-113.6900024
CYFS,Fort Simpson Airport,Fort Simpson,Canada,61.7602005,-121.2369995
CYGK,Kingston Norman Rogers Airport,Kingston,Canada,44.22529984,-76.59690094
CYGL,La Grande Rivière Airport,La Grande Riviere,Canada,53.62530136,-77.70420074
CYGP,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,48.77529907,-64.47859955
CYGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,49.77830124,-86.93939972
CYGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.42470169,-61.77809906
CYHB,Hudson Bay Airport,Hudson Bay,Canada,52.81669998,-102.310997
CYHD,Dryden Regional Airport,Dryden,Canada,49.831699,-92.744202
CYHI,Ulukhaktok Holman Airport,Holman Island,Canada,70.76280212,-117.8059998
CYHK,Gjoa Haven Airport,Gjoa Haven,Canada,68.63559723,-95.84970093
CYHM,John C. Munro Hamilton International Airport,Hamilton,Canada,43.17359924,-79.93499756
CYHU,Montréal / Saint-Hubert Airport,Montreal,Canada,45.51750183,-73.41690063
CYHY,Hay River / Merlyn Carter Airport,Hay River,Canada,60.83969879,-115.7829971
CYHZ,Halifax / Stanfield International Airport,Halifax,Canada,44.88079834,-63.50859833
CYIB,Atikokan Municipal Airport,Atikokan,Canada,48.77389908,-91.63860321
CYIO,Pond Inlet Airport,Pond Inlet,Canada,72.6832962,-77.96669769
CYJN,St Jean Airport,St. Jean,Canada,45.29439926,-73.28109741
CYJT,Stephenville Airport,Stephenville,Canada,48.5442009,-58.54999924
CYKA,Kamloops Airport,Kamloops,Canada,50.70220184,-120.4440002
CYKF,Waterloo Airport,Waterloo,Canada,43.46080017,-80.37860107
CYKL,Schefferville Airport,Schefferville,Canada,54.80530167,-66.80529785
CYKY,Kindersley Airport,Kindersley,Canada,51.51750183,-109.1809998
CYKZ,Buttonville Municipal Airport,Toronto,Canada,43.86220169,-79.37000275
CYLD,Chapleau Airport,Chapleau,Canada,47.81999969,-83.34670258
CYLJ,Meadow Lake Airport,Meadow Lake,Canada,54.12530136,-108.5230026
CYLL,Lloydminster Airport,Lloydminster,Canada,53.30920029,-110.072998
CYLT,Alert Airport,Alert,Canada,82.51779938,-62.2806015
CYLW,Kelowna International Airport,Kelowna,Canada,49.95610046,-119.3779984
CYMA,Mayo Airport,Mayo,Canada,63.61640167,-135.8679962
CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,50.33029938,-105.5589981
CYMM,Fort McMurray Airport,Fort Mcmurray,Canada,56.65330124,-111.2220001
CYMO,Moosonee Airport,Moosonee,Canada,51.29109955,-80.60780334
CYMW,Maniwaki Airport,Maniwaki,Canada,46.27280045,-75.99060059
CYMX,Montreal International (Mirabel) Airport,Montreal,Canada,45.679501,-74.038696
CYNA,Natashquan Airport,Natashquan,Canada,50.18999863,-61.78919983
CYND,Ottawa / Gatineau Airport,Gatineau,Canada,45.52170181,-75.56359863
CYNM,Matagami Airport,Matagami,Canada,49.76169968,-77.80280304
CYOC,Old Crow Airport,Old Crow,Canada,67.57060242,-139.8390045
CYOD,CFB Cold Lake,Cold Lake,Canada,54.40499878,-110.2789993
CYOJ,High Level Airport,High Level,Canada,58.62139893,-117.1650009
CYOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.32249832,-75.66919708
CYPA,Prince Albert Glass Field,Prince Albert,Canada,53.21419907,-105.6729965
CYPE,Peace River Airport,Peace River,Canada,56.226898,-117.446999
CYPG,Southport Airport,Portage-la-prairie,Canada,49.903099,-98.273817
CYPK,Pitt Meadows Airport,Pitt Meadows,Canada,49.21609879,-122.7099991
CYPL,Pickle Lake Airport,Pickle Lake,Canada,51.44639969,-90.21420288
CYPN,Port Menier Airport,Port Menier,Canada,49.83639908,-64.28859711
CYPQ,Peterborough Airport,Peterborough,Canada,44.22999954,-78.36329651
CYPR,Prince Rupert Airport,Prince Pupert,Canada,54.28609848,-130.4450073
CYPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,58.76720047,-111.1169968
CYQA,Muskoka Airport,Muskoka,Canada,44.97470093,-79.30329895
CYQB,Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.393303
CYQF,Red Deer Regional Airport,Red Deer Industrial,Canada,52.18220139,-113.8939972
CYQG,Windsor Airport,Windsor,Canada,42.27560043,-82.95559692
CYQH,Watson Lake Airport,Watson Lake,Canada,60.11640167,-128.8220062
CYQK,Kenora Airport,Kenora,Canada,49.78829956,-94.36309814
CYQL,Lethbridge County Airport,Lethbridge,Canada,49.63029861,-112.8000031
CYQM,Greater Moncton International Airport,Moncton,Canada,46.11220169,-64.6785965
CYQQ,Comox Airport,Comox,Canada,49.71080017,-124.887001
CYQR,Regina International Airport,Regina,Canada,50.43190002,-104.6660004
CYQT,Thunder Bay Airport,Thunder Bay,Canada,48.37189865,-89.32389832
CYQU,Grande Prairie Airport,Grande Prairie,Canada,55.17969894,-118.8850021
CYQV,Yorkton Municipal Airport,Yorkton,Canada,51.26470184,-102.461998
CYQW,North Battleford Airport,North Battleford,Canada,52.76919937,-108.2440033
CYQX,Gander International Airport,Gander,Canada,48.93690109,-54.56809998
CYQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,46.1614,-60.047798
CYQZ,Quesnel Airport,Quesnel,Canada,53.02610016,-122.5100021
CYRB,Resolute Bay Airport,Resolute,Canada,74.71690369,-94.9693985
CYRI,Rivière-du-Loup Airport,Riviere Du Loup,Canada,47.76440048,-69.58470154
CYRJ,Roberval Airport,Roberval,Canada,48.52000046,-72.26560211
CYRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,52.42969894,-114.9039993
CYRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.81140137,-92.11579895
CYSB,Sudbury Airport,Sudbury,Canada,46.625,-80.79889679
CYSC,Sherbrooke Airport,Sherbrooke,Canada,45.43859863,-71.69139862
CYSJ,Saint John Airport,St. John,Canada,45.31610107,-65.89029694
CYSM,Fort Smith Airport,Fort Smith,Canada,60.02030182,-111.961998
CYSR,Nanisivik Airport,Nanisivik,Canada,72.982201,-84.613602
CYSU,Summerside Airport,Summerside,Canada,46.44060135,-63.83359909
CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,71.99389648,-125.2429962
CYTE,Cape Dorset Airport,Cape Dorset,Canada,64.23000336,-76.52670288
CYTH,Thompson Airport,Thompson,Canada,55.80110168,-97.86419678
CYTR,CFB Trenton,Trenton,Canada,44.1189003,-77.52809906
CYTS,Timmins/Victor M. Power,Timmins,Canada,48.56969833,-81.37670136
CYTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,43.627499,-79.396202
CYUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,69.4332962,-133.026001
CYUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895
CYUT,Repulse Bay Airport,Repulse Bay,Canada,66.52140045,-86.22470093
CYUX,Hall Beach Airport,Hall Beach,Canada,68.77610016,-81.2425
CYUY,Rouyn Noranda Airport,Rouyn,Canada,48.20610046,-78.83560181
CYVC,La Ronge Airport,La Ronge,Canada,55.15140152,-105.262001
CYVG,Vermilion Airport,Vermillion,Canada,53.35580063,-110.8239975
CYVM,Qikiqtarjuaq Airport,Broughton Island,Canada,67.54579926,-64.03140259
CYVO,Val-d'Or Airport,Val D'or,Canada,48.05329895,-77.78279877
CYVP,Kuujjuaq Airport,Quujjuaq,Canada,58.09609985,-68.42690277
CYVQ,Norman Wells Airport,Norman Wells,Canada,65.28160095,-126.7979965
CYVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981
CYVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,55.84189987,-108.4179993
CYVV,Wiarton Airport,Wiarton,Canada,44.7458,-81.107201
CYWA,Petawawa Airport,Petawawa,Canada,45.95220184,-77.31919861
CYWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.90999985,-97.23989868
CYWK,Wabush Airport,Wabush,Canada,52.9219017,-66.86440277
CYWL,Williams Lake Airport,Williams Lake,Canada,52.18310165,-122.0540009
CYWY,Wrigley Airport,Wrigley,Canada,63.20940018,-123.4369965
CYXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,49.6108017,-115.7819977
CYXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,53.57249832,-113.5210037
CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,52.17079926,-106.6999969
CYXH,Medicine Hat Airport,Medicine Hat,Canada,50.01890182,-110.7210007
CYXJ,Fort St John Airport,Fort Saint John,Canada,56.23809814,-120.7399979
CYXL,Sioux Lookout Airport,Sioux Lookout,Canada,50.11389923,-91.90529633
CYXP,Pangnirtung Airport,Pangnirtung,Canada,66.14499664,-65.71360016
CYXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,47.69740065,-79.84734535
CYXS,Prince George Airport,Prince George,Canada,53.88940048,-122.6790009
CYXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,54.468498,-128.576009
CYXU,London Airport,London,Canada,43.035599,-81.1539
CYXX,Abbotsford Airport,Abbotsford,Canada,49.02529907,-122.3610001
CYXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.70959854,-135.0670013
CYYB,North Bay Jack Garland Airport,North Bay,Canada,46.363602,-79.422798
CYYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966
CYYD,Smithers Airport,Smithers,Canada,54.8246994,-127.1829987
CYYE,Fort Nelson Airport,Fort Nelson,Canada,58.83639908,-122.5970001
CYYF,Penticton Airport,Penticton,Canada,49.46310043,-119.6019974
CYYG,Charlottetown Airport,Charlottetown,Canada,46.29000092,-63.12110138
CYYH,Taloyoak Airport,Spence Bay,Canada,69.54669952,-93.5766983
CYYJ,Victoria International Airport,Victoria,Canada,48.64690018,-123.4260025
CYYL,Lynn Lake Airport,Lynn Lake,Canada,56.86389923,-101.0759964
CYYN,Swift Current Airport,Swift Current,Canada,50.29190063,-107.6910019
CYYQ,Churchill Airport,Churchill,Canada,58.73920059,-94.06500244
CYYR,Goose Bay Airport,Goose Bay,Canada,53.31919861,-60.42580032
CYYT,St. John's International Airport,St. John's,Canada,47.61859894,-52.75189972
CYYU,Kapuskasing Airport,Kapuskasing,Canada,49.41389847,-82.46749878
CYYW,Armstrong Airport,Armstrong,Canada,50.29029846,-88.90969849
CYYY,Mont Joli Airport,Mont Joli,Canada,48.60860062,-68.20809937
CYYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998
CYZD,Downsview Airport,Toronto,Canada,43.74250031,-79.46559906
CYZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,45.88529968,-82.56780243
CYZF,Yellowknife Airport,Yellowknife,Canada,62.46279907,-114.4400024
CYZH,Slave Lake Airport,Slave Lake,Canada,55.29309845,-114.7770004
CYZP,Sandspit Airport,Sandspit,Canada,53.25429916,-131.8139954
CYZR,Chris Hadfield Airport,Sarnia,Canada,42.99940109,-82.30889893
CYZT,Port Hardy Airport,Port Hardy,Canada,50.68059921,-127.3669968
CYZU,Whitecourt Airport,Whitecourt,Canada,54.14390182,-115.7870026
CYZV,Sept-Îles Airport,Sept-iles,Canada,50.22330093,-66.26560211
CYZW,Teslin Airport,Teslin,Canada,60.17279816,-132.7429962
CYZX,CFB Greenwood,Greenwood,Canada,44.9844017,-64.91690063
CZFA,Faro Airport,Faro,Canada,62.20750046,-133.3760071
CZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,67.40750122,-134.8609924
DAAB,Blida Airport,Blida,Algeria,36.50360107,2.814169884
DAAD,Bou Saada Airport,Bou Saada,Algeria,35.33250046,4.206389904
DAAE,Soummam Airport,Bejaja,Algeria,36.7120018,5.069920063
DAAG,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994
DAAJ,Djanet Inedbirene Airport,Djanet,Algeria,24.292801,9.45244
DAAK,Boufarik Airport,Boufarik,Algeria,36.545799,2.87611
DAAN,Reggane Airport,Reggan,Algeria,26.7101,0.285647
DAAP,Illizi Takhamalt Airport,Illizi,Algeria,26.7234993,8.622650146
DAAQ,Ain Oussera Airport,Ain Oussera,Algeria,35.52539825,2.878710032
DAAT,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.81150055,5.451079845
DAAV,Jijel Ferhat Abbas Airport,Jijel,Algeria,36.79510117,5.87361002
DAAY,Mecheria Airport,Mecheria,Algeria,33.53590012,-0.242353007
DAAZ,Relizane Airport,Relizane,Algeria,35.752201,0.626272
DABB,Rabah Bitat Airport,Annaba,Algeria,36.822201,7.809174
DABC,Mohamed Boudiaf International Airport,Constantine,Algeria,36.27600098,6.620389938
DABS,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,35.43159866,8.12071991
DAFH,Hassi R'Mel Airport,Tilrempt,Algeria,32.93040085,3.311539888
DAOB,Bou Chekif Airport,Tiaret,Algeria,35.34109879,1.463150024
DAOE,Bou Sfer Airport,Bou Sfer,Algeria,35.73540115,-0.805388987
DAOF,Tindouf Airport,Tindouf,Algeria,27.7003994,-8.167099953
DAOI,Ech Cheliff Airport,Ech-cheliff,Algeria,36.21269989,1.331769943
DAOL,Tafaraoui Airport,Oran,Algeria,35.54240036,-0.532278001
DAON,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,35.01670074,-1.450000048
DAOO,Es Senia Airport,Oran,Algeria,35.62390137,-0.621182978
DAOS,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,35.17179871,-0.593275011
DAOV,Ghriss Airport,Ghriss,Algeria,35.20769882,0.147141993
DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.83760071,-0.186414003
DAUB,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228
DAUE,El Golea Airport,El Golea,Algeria,30.57130051,2.859590054
DAUG,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,32.38410187,3.79411006
DAUH,Oued Irara Airport,Hassi Messaoud,Algeria,31.67300034,6.140439987
DAUI,In Salah Airport,In Salah,Algeria,27.25099945,2.512020111
DAUK,Touggourt Sidi Madhi Airport,Touggourt,Algeria,33.06779861,6.088669777
DAUL,Laghouat Airport,Laghouat,Algeria,33.76440048,2.928339958
DAUT,Timimoun Airport,Timimoun,Algeria,29.2371006,0.276033014
DAUU,Ain el Beida Airport,Ouargla,Algeria,31.91720009,5.412779808
DAUZ,In Aménas Airport,Zarzaitine,Algeria,28.0515,9.64291
DBBB,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061
DFFD,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242
DFOO,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.16009998,-4.33096981
DGAA,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786
DGLE,Tamale Airport,Tamale,Ghana,9.557189941,-0.863214016
DGLW,Wa Airport,Wa,Ghana,10.08269978,-2.507689953
DGSN,Sunyani Airport,Sunyani,Ghana,7.361830235,-2.328759909
DGTK,Takoradi Airport,Takoradi,Ghana,4.89605999,-1.774760008
DIAP,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035
DIBK,Bouaké Airport,Bouake,Cote d'Ivoire,7.738800049,-5.07366991
DIDL,Daloa Airport,Daloa,Cote d'Ivoire,6.792809963,-6.473189831
DIKO,Korhogo Airport,Korhogo,Cote d'Ivoire,9.387180328,-5.556660175
DIMN,Man Airport,Man,Cote d'Ivoire,7.272069931,-7.587359905
DISP,San Pedro Airport,San Pedro,Cote d'Ivoire,4.746719837,-6.660820007
DIYO,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.903170109,-5.365580082
DNAA,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765
DNAK,Akure Airport,Akure,Nigeria,7.246739864,5.301010132
DNBE,Benin Airport,Benin,Nigeria,6.316979885,5.599500179
DNCA,Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859,8.347200394
DNEN,Akanu Ibiam International Airport,Enugu,Nigeria,6.474269867,7.56196022
DNGU,Gusau Airport,Gusau,Nigeria,12.1717,6.69611
DNIB,Ibadan Airport,Ibadan,Nigeria,7.362460136,3.978329897
DNIL,Ilorin International Airport,Ilorin,Nigeria,8.440210342,4.493919849
DNJO,Yakubu Gowon Airport,Jos,Nigeria,9.639829636,8.869050026
DNKA,Kaduna Airport,Kaduna,Nigeria,10.6960001,7.320109844
DNKN,Mallam Aminu International Airport,Kano,Nigeria,12.0476,8.52462
DNMA,Maiduguri International Airport,Maiduguri,Nigeria,11.85529995,13.08090019
DNMK,Makurdi Airport,Makurdi,Nigeria,7.70388,8.61394
DNMM,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078
DNMN,Minna Airport,Minna,Nigeria,9.652170181,6.462259769
DNPO,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.015490055,6.949590206
DNSO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.91629982,5.207190037
DNYO,Yola Airport,Yola,Nigeria,9.25755024,12.43039989
DNZA,Zaria Airport,Zaria,Nigeria,11.1302,7.68581
DRRM,Maradi Airport,Maradi,Niger,13.50249958,7.126749992
DRRN,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361
DRRT,Tahoua Airport,Tahoua,Niger,14.8757,5.265359879
DRZA,Mano Dayak International Airport,Agadez,Niger,16.9659996,8.000109673
DRZD,Dirkou Airport,Dirkou,Niger,18.96870041,12.86870003
DRZF,Diffa Airport,Diffa,Niger,13.37290001,12.6267004
DRZR,Zinder Airport,Zinder,Niger,13.77900028,8.98375988
DTMB,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.7580986,10.75469971
DTTA,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955
DTTB,Sidi Ahmed Air Base,Bizerte,Tunisia,37.245398,9.79145
DTTD,Remada Air Base,Remada,Tunisia,32.30619812,10.38210011
DTTF,Gafsa Ksar International Airport,Gafsa,Tunisia,34.42200089,8.822500229
DTTG,Gabès Matmata International Airport,Gabes,Tunisia,33.87689972,10.10330009
DTTI,Borj El Amri Airport,Bordj El Amri,Tunisia,36.72129822,9.943149567
DTTJ,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003
DTTR,El Borma Airport,El Borma,Tunisia,31.70429993,9.254619598
DTTX,Sfax Thyna International Airport,Sfax,Tunisia,34.7179985,10.69099998
DTTZ,Tozeur Nefta International Airport,Tozeur,Tunisia,33.93970108,8.110560417
DXNG,Niamtougou International Airport,Niatougou,Togo,9.76733017,1.091249943
DXXX,Lomé-Tokoin Airport,Lome,Togo,6.165609837,1.254510045
EBAW,Antwerp International Airport (Deurne),Antwerp,Belgium,51.18939972,4.460279942
EBBE,Beauvechain Air Base,Beauvechain,Belgium,50.75859833,4.768330097
EBBL,Kleine Brogel Air Base,Kleine Brogel,Belgium,51.168301,5.47
EBBR,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
EBBX,Jehonville Air Base,Bertrix,Belgium,49.89170074,5.223889828
EBCI,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382
EBCV,Chièvres Air Base,Chievres,Belgium,50.57580185,3.83100009
EBFN,Koksijde Air Base,Koksijde,Belgium,51.09030151,2.652780056
EBFS,Florennes Air Base,Florennes,Belgium,50.24330139,4.645830154
EBKT,Wevelgem Airport,Kortrijk-vevelgem,Belgium,50.81719971,3.20472002
EBLG,Liège Airport,Liege,Belgium,50.63740158,5.443220139
EBOS,Ostend-Bruges International Airport,Ostend,Belgium,51.19889832,2.862220049
EBSL,Zutendaal Air Base,Zutendaal,Belgium,50.94749832,5.590559959
EBST,Brustem Airfield Sint Truiden,Sint-truiden,Belgium,50.791901,5.20167
EBSU,Saint Hubert Air Base,St.-hubert,Belgium,50.03440094,5.440810204
EBUL,Ursel Air Base,Ursel,Belgium,51.14419937,3.47555995
EBWE,Weelde Air Base,Weelde,Belgium,51.39479828,4.960189819
EBZR,Zoersel (Oostmalle) Airfield,Zoersel,Belgium,51.264702,4.75333
EDAB,Flugplatz Bautzen,Bautzen,Germany,51.193611,14.519722
EDAC,Altenburg-Nobitz Airport,Altenburg,Germany,50.981945,12.506389
EDAD,Dessau Airfield,Dessau,Germany,51.831694,12.190962
EDAE,Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,52.195856,14.58753
EDAK,Großenhain Airport,Suhl,Germany,51.30805588,13.5555563
EDAM,Merseburg Airport,Muehlhausen,Germany,51.3630556,11.9408333
EDAQ,Halle-Oppin Airport,Halle,Germany,51.552223,12.053889
EDAU,Riesa-Göhlis Airport,Riesa,Germany,51.29360962,13.35611057
EDAX,Rechlin-Lärz Airport,Rechlin-laerz,Germany,53.30638886,12.75222206
EDAY,Strausberg Airport,Strausberg,Germany,52.58055496,13.91666698
EDAZ,Schönhagen Airport,Schoenhagen,Germany,52.203609,13.156389
EDBH,Barth Airport,Barth,Germany,54.338253,12.710515
EDBJ,Jena-Schöngleina Airfield,Jena,Germany,50.915279,11.714444
EDBK,Kyritz Airport,Kyritz,Germany,52.91888809,12.42527771
EDBM,"\"Magdeburg \"\"City\"\" Airport\"",Magdeburg,Germany,52.073612,11.626389
EDBR,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,51.36333466,14.94999981
EDCA,Anklam Airfield,Anklam,Germany,53.832779,13.668611
EDCD,Cottbus-Drewitz Airport,Cottbus,Germany,51.889442,14.531944
EDCM,Kamenz Airport,Kamenz,Germany,51.29694366,14.12749958
EDDB,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225
EDDC,Dresden Airport,Dresden,Germany,51.13280106,13.76720047
EDDE,Erfurt Airport,Erfurt,Germany,50.97980118,10.95810032
EDDF,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
EDDG,Münster Osnabrück Airport,Munster,Germany,52.13460159,7.684830189
EDDH,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
EDDI,Berlin-Tempelhof International Airport,Berlin,Germany,52.47299957,13.40390015
EDDK,Cologne Bonn Airport,Cologne,Germany,50.86589813,7.142739773
EDDL,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
EDDM,Munich Airport,Munich,Germany,48.353802,11.7861
EDDN,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056
EDDP,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389
EDDR,Saarbrücken Airport,Saarbruecken,Germany,49.21459961,7.109509945
EDDS,Stuttgart Airport,Stuttgart,Germany,48.68989944,9.221960068
EDDT,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
EDDV,Hannover Airport,Hannover,Germany,52.46110153,9.685079575
EDDW,Bremen Airport,Bremen,Germany,53.04750061,8.786669731
EDFE,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.959999,8.645833
EDFH,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
EDFM,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167
